title,videoIDS,publishedDate,likes,views,comment
Aren't we all kids after all?,mGxn5BrQTxQ,2019-08-30T09:37:58Z,78,1661,2
To the kid in you: The truth is all that matters! | #warikooWednesdays S03E04 | Ankur Warikoo | Lies,Zv6XeVn2SqQ,2019-08-28T12:50:47Z,75,1093,6
We as humans tend to be jealous of others!,8O3sW2jmD30,2019-08-27T13:24:17Z,99,2006,2
The thing about destiny | #warikooWednesday S03E03 | Ankur Warikoo | Motivational Video in English,c02uRlNjWaI,2019-08-21T15:46:48Z,115,1765,11
That's your superpower!,i3eSwpwFmUM,2019-08-19T10:00:57Z,213,2715,3
Lessons on working out that my gym trainer imparted,lFN58lZTK0U,2019-08-17T05:30:00Z,95,1721,3
What are you waiting for in life?,SbHcJ9D-Tds,2019-08-16T07:02:53Z,1235,13373,23
Start helping your own self! | #warikooWednesdays S03E02 | Ankur Warikoo | Depend on yourself,TFk8smDTWpQ,2019-08-14T13:15:03Z,115,1605,12
Life is a single player game. | #warikooWednesdays S03E01 | Ankur Warikoo | Achieving goals in life,9Tl84L2TDKU,2019-08-07T13:54:50Z,305,4453,34
What is the Purpose of Human Life? | Friday Nights with Warikoo: Closing Episode | Ankur Warikoo,RwO3WnsscNc,2019-07-26T15:31:05Z,56,1682,9
Misleading Headlines,TWW86PjwjfM,2019-07-01T16:17:40Z,84,1675,6
Why are we so obsessed with solving problems? | Friday Nights With Warikoo Ep 13 | Ankur Warikoo,pdU_0XHaz5g,2019-06-28T16:48:01Z,45,1056,9
What is the worst thing about you?,2L_Lp-v68aU,2019-06-27T15:21:58Z,94,1742,3
Inspiration,ObW1cH1p1_4,2019-06-25T17:46:27Z,92,1483,1
Type of a person,jFHbwaMj2Ug,2019-06-24T17:18:42Z,256,3945,11
Why? | Friday Nights With Warikoo Episode 12 | Ankur Warikoo | Awareness is Everything,D6YnvjXV5zw,2019-06-21T17:45:40Z,35,897,2
Happy or Peaceful?,cc1vCYbeNmc,2019-06-20T10:57:54Z,128,1940,2
Actions and its consequences,j_Cjm8JZMKg,2019-06-19T16:47:22Z,88,1415,4
Do you feel let down by society? | Ankur Warikoo Motivation 2020 | Social Emotional Learning,C7v39uMHXio,2019-06-17T16:00:00Z,76,1376,2
What is it that we are trying to achieve? | Friday Nights with Warikoo Episode 11 | Ankur Warikoo,EttVoPkO_IM,2019-06-14T17:41:22Z,30,951,8
Failure to Success,6sjfu9u0Wqg,2019-06-12T16:35:21Z,124,1622,6
I love asking questions!,F2UI8dUCnKY,2019-06-11T15:19:24Z,39,771,3
"The best people, the worst times? | Friday Nights With Warikoo Episode 10 | Ankur Warikoo | English",h7RlHcWyaxg,2019-06-08T04:56:45Z,63,1163,13
Firing friends is just as important as hiring them!,zmH2ncTcZ1s,2019-06-06T14:09:01Z,57,1135,6
All of our entrepreneurs!,TP_TrQSOzB4,2019-06-04T13:59:02Z,105,1387,8
Do not let other people decide your self-worth!,NEiKE7PuM9E,2019-06-03T17:08:48Z,159,2006,4
Does progress make everyone happy? | Friday Nights with Warikoo Episode 9 | Ankur Warikoo,iVMVOS353Ho,2019-05-31T15:17:23Z,33,963,8
Road Not Taken,7lO-9Q-9FRQ,2019-05-29T16:35:02Z,1196,19637,18
How to answer important life questions? | Ankur Warikoo | Life lessons,mM4Lv5HoFEw,2019-05-27T13:03:49Z,393,7820,6
What makes us believe in things? | Friday Nights with Warikoo Episode 8 | Ankur Warikoo,N8RSI0-vVyE,2019-05-24T16:11:13Z,38,965,5
Respect,qgeMPm7YjNw,2019-05-23T17:21:10Z,251,3027,6
Negotiation,tCb_I3hrFYQ,2019-05-22T14:19:00Z,170,3480,3
Fear of Losing,2VcxFne5-PQ,2019-05-21T07:59:53Z,412,5851,6
Regret,3dn07jXRSD4,2019-05-20T09:21:51Z,339,4104,16
What is true motivation? | Friday Nights with Warikoo Ep 7 | Ankur Warikoo | Doing the right thing,mIPqeiq8-ao,2019-05-17T15:57:33Z,62,1091,13
Trust,MxhhBhNwfJg,2019-05-16T06:30:27Z,106,1878,8
Purpose of your life?,rCW_bYeIf1k,2019-05-13T06:34:31Z,826,10674,16
Should you be chasing happiness?  | Ankur Warikoo | Friday Nights with Warikoo Episode 6,k--v__5gUxM,2019-05-10T21:31:33Z,40,1001,5
Do parents fail their kids? | Friday Nights with Warikoo Episode 5 | Ankur Warikoo | Life Lessons,IwO-N_Z7L5g,2019-05-03T19:42:20Z,56,1305,6
What are we wishing for? | Friday Nights With Warikoo Ep 3 | Ankur Warikoo | Stories of Suffering,WRlgyBwPtWs,2019-04-19T18:03:39Z,43,1361,9
Can we do the right thing when no one is looking?,Th0W_q19EmA,2019-04-18T11:58:40Z,113,1603,10
Show them a different identity instead of accusing them!,Zz8TFVYb5Zw,2019-04-16T13:33:59Z,100,1665,5
What is the purpose of religion? | Friday Nights with Warikoo Ep 2 | Ankur Warikoo | Life Questions,HebXRdTVMCs,2019-04-12T17:13:42Z,87,2512,8
Hum zindagi bhar us ek cheez ka intazaar karte reh jaate hain!,CEf592x1eKo,2019-04-11T11:04:01Z,214,3149,6
"Do you often worry about time management? If yes, THIS IS what you need to know!",soWk270eldE,2019-04-10T12:44:02Z,122,2356,8
This is WHY you need work-life balance - and why you shouldn't have to!,9T8FZMJzUAE,2019-04-09T08:19:44Z,11107,154884,100
Who are we living for? | Friday Nights with Warikoo Episode 1 | Ankur Warikoo | Societal Pressure,-8EtKbQg4Fk,2019-04-05T17:29:03Z,137,4556,8
What is your superpower? | Ankur Warikoo | How to be successful in life,rnUwMlfk0C8,2019-04-05T07:27:55Z,2131,15170,19
2 pieces of advice about working out | Ankur Warikoo | Life Lessons,NscSrw-DOto,2019-04-04T13:13:21Z,493,5767,4
What is experience? | Ankur Warikoo Hindi | Life lessons,ADO7ORwa00Y,2019-04-03T09:20:56Z,528,9846,3
I made the same mistake.....!,w0ZQkFiW4Ec,2019-04-02T15:24:26Z,461,7269,6
Setting Smart Goals in Life! | Ankur Warikoo Hindi | Should you set Goals?,7YFEPzKDd2c,2019-03-06T10:05:11Z,2349,26647,88
#warikooWednesdays Season 2 Finale | Thank you for all the love!,hMU3M8rcliE,2019-01-30T12:23:50Z,29,1635,2
How to be successful in life? | #warikooWednesdays S02E24 | The value of Experience,MKu4VkiMttU,2019-01-16T14:16:22Z,87,1477,16
Why do you ask Questions? | #warikooWednesdays S02E23 | The Power of Questions,yXdhpSWVKx4,2019-01-09T11:34:59Z,43,1040,7
"How do you respond to apologies? | #warikooWednesdays S02E22 | ""I'm sorry"" | Ankur Warikoo",Fi4Tmiq6xpY,2019-01-08T09:39:51Z,70,1191,4
Feeling stuck in life? Watch this! | #warikooWednesdays S02E21 | Ankur Warikoo | Steps to success,pxmAwDsXWDE,2019-01-08T09:37:03Z,60,1413,2
Feeling lost? Even a map can't help you! | #warikooWednesdays S02E20 | Ankur Warikoo,eey-C0Cr7mc,2018-12-23T13:25:35Z,67,1433,3
Zindagi Kursiyon Ka Ek Khel Hai :) | Ankur Warikoo | Hindi | Life is a game of chairs!,oNvvT7EWw0A,2018-12-13T13:03:33Z,252,3759,12
A word that has no value! | #warikooWednesdays S02E19 | Ankur Warikoo | English,J9cxse76vpI,2018-12-12T17:58:21Z,79,1589,4
"Ask for advice, not for feedback! | #warikooWednesdays S02E18 | Ankur Warikoo | English",l8-hPHYgzjE,2018-12-05T17:27:34Z,71,1332,5
The riddle of experiences vs memories | #warikooWednesdays S02E17 | Experiencing and Narrating,QI5M0NWUEXo,2018-11-28T15:01:59Z,52,1202,1
Is Motivation even your friend? | #warikooWednesdays S02E16 | Ankur Warikoo,S1sHtgnwYvQ,2018-11-21T14:32:55Z,78,1765,5
The best way to change something about yourself | #warikooWednesdays S02E15 | Ankur Warikoo,l18ELxUICD8,2018-11-14T13:39:45Z,173,3362,7
What if you were immortal? | #warikooWednesdays S02E14 | Ankur Warikoo | Life Lessons,5O9ho1xYH28,2018-11-14T12:12:33Z,37,899,5
Excuses are not valid! | #warikooWednesdays S02E13 | Motivational Video | Ankur Warikoo,KZFgoGj5hmI,2018-10-24T12:48:03Z,43,1078,4
The value of zero | #warikooWednesdays S02E12 | Life Lessons | Ankur Warikoo,blh1PH5fyrI,2018-10-17T09:06:37Z,80,1602,8
"If I am not the best, then who is? | #warikooWednesdays S02 E11 | Ankur Warikoo",pYHR-PBR9do,2018-10-10T10:02:59Z,73,1421,8
Experience is the best teacher | #warikooWednesdays S02E10 | Ankur Warikoo,nvRln6ObexI,2018-10-03T14:09:50Z,83,1836,4
Are you willing to take the risk? | #warikooWednesdays S02E09 | Behavioral Economics | Ankur Warikoo,Dw96yIK1akY,2018-09-26T13:17:31Z,76,1578,4
Are you truly the person you think you are? | #warikooWednesdays S02E08 | Ankur Warikoo | English,riCXReA0QOY,2018-09-19T08:36:42Z,60,1398,2
How to set goals | #warikooWednesdays S02E07 | Goal setting and achievement | Ankur Warikoo,MJn4bsp1nHU,2018-09-18T18:08:29Z,95,2017,7
"My life is not going to be about goals, but about habits | #warikooWednesdays S02E06 | Ankur Warikoo",4cZxxlihxjY,2018-09-05T10:23:05Z,245,3613,21
Is first impression the last impression? | #warikooWednesdays S02E05 | Motivational Video,PogKgHkiPsQ,2018-08-30T09:22:19Z,100,2779,5
The difference between wanting and getting | #warikooWednesdays S02E04 | Ankur warikoo,LWAidNd-YLU,2018-08-30T09:17:47Z,159,2896,15
Today is a gift | #warikooWednesdays S02E03 | Ankur Warikoo | Motivational Video in English,NCsQJYMNVog,2018-08-15T16:23:11Z,123,2353,11
The source of all truth | #warikooWednesdays S02E02 | Ankur Warikoo | Life Lessons | English,txMlKFmVeOM,2018-08-15T11:12:45Z,142,2495,9
How to MOTIVATE people! | Ankur Warikoo Motivation | How to Convince People?,I9zcbLNGp4o,2018-08-01T11:34:54Z,323,6300,28
A Bigger Version OR A Better Version?,aALtf-BGpuY,2018-06-05T10:38:29Z,151,5157,3
Hardest thing in the world is.....,6tV5kgeNiQ8,2018-05-29T09:02:00Z,150,3768,2
Have you allowed excuses.....,VIcvvFO2RSI,2018-05-08T10:01:22Z,153,4578,3
Don't leave Inspiration to CHANCE!,D6a438l11hc,2018-04-16T06:29:49Z,138,3484,4
The best gift I have given to my own self,so0Zn_9bXV8,2018-04-11T09:58:06Z,139,3621,3
How do you think of your time & money?,2LMCI1BH9uE,2018-04-05T07:11:56Z,97,2788,3
The world does not care a FUCK!,UJUfkCDGroc,2018-03-31T06:59:23Z,199,4515,4
The best tool to win every single time,Gpz6Xd_8RQU,2018-03-28T12:37:20Z,165,3828,4
What kills me everyday,bigeJJp_9h8,2018-03-23T17:52:37Z,169,4259,2
Realisation from being an Entrepreneur for  over 10 years,iRbollKIZsc,2018-03-21T12:04:49Z,262,8568,6
Do You Have 5 Minutes For Your Ownself? #warikooQuotes,50C-bxGpEuo,2018-03-18T13:44:32Z,276,9515,5
#warikooWednesdays Season 1 Finale | Ankur Warikoo,IGJiXz09Jq8,2018-02-15T07:08:39Z,106,2980,6
Who will YOU be? | #warikooWednesdays S01E24 | Series Finale | Ankur Warikoo | Motivational Video,0_KMG_WL-vM,2018-02-07T07:08:47Z,945,3925,11
FOCUS is the new IQ | #warikooWednesdays S01E23 | Ankur Warikoo | Motivational Video in English,qMPM2-HG7VM,2018-01-31T14:52:58Z,273,5366,14
"STOP saying ""I am like this only""! | #warikooWednesdays S01E22 | Ankur Warikoo | Life Lessons",sQo0d80wOvs,2018-01-24T10:49:42Z,249,4656,14
What's the value of your time? | #warikooWednesdays S01E21 | Ankur Warikoo | Life lessons,3j5lV6n4vik,2018-01-17T13:06:27Z,299,5939,12
How to be happy in life? | Ankur Warikoo Hindi Video | Khush kaise rahe?,Ra_QMrmAPxQ,2018-01-10T13:27:29Z,354,7165,15
"Do the right thing, even when NO ONE is looking | #warikooWednesday S01E19 | Motivational Video",HOkhIrtV-_E,2018-01-03T11:33:40Z,131,3238,4
The worst way to teach someone a lesson | #warikooWednesdays S01E18 | Ankur Warikoo | Motivational,Iqu471c5hPY,2017-12-27T12:43:27Z,205,5043,9
Surround youself with the right people | Personal growth | Ankur Warikoo career advice,zXWGmYj0uqo,2017-12-20T06:12:14Z,433,10285,14
Success DOES NOT happen overnight | Ankur Warikoo | Career motivation,C1oH8P1ALHc,2017-12-13T13:59:33Z,341,7321,19
"One Task, One Goal | #warikooWednesdays S01E15 | Ankur Warikoo | Motivational Speech in English",K6JqWvFCZsg,2017-12-06T15:20:38Z,159,4190,12
"Everything has its flaws, but... | #warikooWednesdays S01E14 | Ankur Warikoo | Motivational Video",d9pdZZOCbwY,2017-11-29T12:09:13Z,252,5841,10
The world's reaction to your problems | #warikoowednesdays S01E13 | Ankur Warikoo | Life Lessons,OxYujD2YP7Q,2017-11-22T18:40:59Z,260,5661,11
Your key to SUCCESS is Self Awareness | Know Yourself | Ankur Warikoo,4xG1rZxIQfw,2017-11-15T15:20:39Z,312,8284,19
Don't leave Inspiration to Chance | #warikoowednesdays S01E11 | Ankur Warikoo | Motivational Video,2VDMSkkoT4w,2017-11-09T09:24:27Z,234,4964,13
Focus on the OUTCOME not the OUTPUT | Life lessons to remember | Ankur Warikoo motivation,kwOeFIJbXOo,2017-11-03T07:20:47Z,611,12972,32
"The One Question Every Entrepreneur Should Ask, Before they Startup | #warikooWednesdays S01E10",5KQvqWxQWDQ,2017-11-03T07:20:32Z,282,6292,14
Your Secret to becoming BETTER! | Ankur Warikoo | Success Motivation to improve your Life,PvZmeDFvzPI,2017-10-21T16:57:24Z,579,11365,10
How to take tough decisions in life | Decision making skills | Ankur Warikoo Motivational Video,sYD5H8ayQPs,2017-10-13T06:29:11Z,833,19330,14
GIVE UP if you are NOT HAPPY | Ankur Warikoo | Career and Life advice,xSO_xXgM5ew,2017-10-05T11:19:09Z,744,13925,27
Getting comfortable with being uncomfortable | Ankur Warikoo motivation | Don't get comfortable!,kcnp69YnFks,2017-10-05T11:02:37Z,1983,35476,65
What is success? | Ankur Warikoo motivation | Redefine Success,wmj29crjUv0,2017-10-05T10:46:35Z,440,9799,19
Choosing the right company for job! | Ankur Warikoo Jobs | Career Advice | Is it your FIRST JOB?,v-PNi0OEgn4,2017-10-05T10:45:50Z,437,11304,14
Is the power of imagination causing you harm? | Ankur Warikoo,-B8FdfaCv3I,2017-09-07T05:10:12Z,951,20661,33
"If You Don't Ask, The Answer Is ALWAYS, NO! | Ankur Warikoo motivation",YPjIpCh4EcE,2017-09-07T04:59:53Z,1680,40680,122
